Id,Text,Label,,,,,,,
160,"air turn back during climb, engine oil quantity dropped to. all other parameters normal and no other eicas message associated with it. we reduced thrust to idle on affected engine nr 4. contacted mx control who instructed unsatisfactory not to shutdown. overweight left anding rather than fuel dump. after landing, engine oil qty eicas message came on and engine nr 4 was then shutdown. off part ( pn : m83248-1-162, national stock number ) < p > < p > removed and replaced starter shaft o-ring iaw amm 80-11-01. ops and leak check good.",Yes,,,,,,,
161,"during climb, an oil filter bypass light illuminated for the right engine, follow by low oil pressure and oil quantity, showed zero, the engine was shutdown. declared an emergecy, diverted, and landed without further incident. the aircraft was grounded. removed and replaced the nr 2 engine iaw 71-94-01. ops and leak checked normal. aircraft ok for ser vice.",Yes,,,,,,,
162,waive descending for turbulence 400-380 no problems noted after descent and leveling @ 380 engine was slow to power up ( autothrottle on ) descended to 360 and #1 engine was hovering @ 55 % and slowly rolling back decended @ idle engine fail light came on decended to 20k engine spooled back-up in descent. performed fim task 73-05 task 805 ' engine fail message ' all steps satisfactory. changed hydro mechanical unit per step e12. r+r ' d #1 engine hydro mechanical unit per maintenance manual 73-21-10. all ops and leak checks good.,Yes,,,,,,,
163,"aircraft was grounded : flight diverted to cmh on account of left engine oil filter eicas message. the left engine was shutdown. emergency was declared. maintenance accomplished fim task 79-35-00-815-803 on #1 engine. found metal on chip det sector and in the oil filter. engine change has been declared. maintenance removed and replaced #1 engine iaw job card 71-9 3-01. all ground checks normal. ased on the chip detector screen findings, this engine exibited characteristics of a be arinf failure. the heavy concentration of ferrous material on the bc pump screen chip detector is indicative of possible no.4 bearing failure.",Yes,,,,,,,
164,"28.06.2021 14 : 32 engine 2 shutdown on flight due low oil pressure and quantity. aircraft returned of flight due to during climb, the right engine presented low oil pressure and quantity ; so flight crew immediately performed the right engine shutdown. maintenance personnel performed revision to right engine, detecting the lubrication unit failed iaw amm 71-00-0 1 ; so the lubrication unit was replaced iaw amm 79-21-01 and operational test was performed iaw mm 71-00-00, tested correct. the overweight landing inspection was performed iaw amm task 05-51-35-210-801, no damages were found.",Yes,,,,,,,
165,"engine oil pressure fluctuation on #1 engine after idle n2. aircraft returned to bay. investigation revealed #1 engine oil pressure transmitter electronic connector loose. connector removed, cleaned, inspected & amperage ; reinstalled iaw amm 79-32-01. engine run indications read normally ( operation check good ).",Yes,,,,,,,
166,"aircraft was grounded : pilot declared emergency on account of #2 engine oil quantity and oil pressure loss. right engine was shutdown. flight diverted to opo. after 3 hours of flight, oil qty indicated 11, an hour later indicated 8 and then center ontinued down over the next 2 hours down to 0. after oil quantity indicated 0, oil pressure dropped and the engine was. maintenance declared an engine change on account of compressor rear frame manifold failure.",Yes,,,,,,,
167,"number 4 engine oil system status message, precautionary shutdown of nr 4 engine per qrh. m12 - during aircraft back to gate w reg ards to engine nr 4 oil system status message found oil cap not installed properly. ( performed precautionary inspection of nr 4 engine fuel oil heat exchanger, found oil supply line cracked. removed and replaced oil supply line, leak check good per am m 79-21-01. performed engine run iaw b747 amm 71-00-00. engine operation normal. performed engine wind milling inspection tion iaw b747 amm 71-00-00-200-806-g00. no defects noted. lp 1488143 - m12 : checked oil cap, no abnormalities. secured oil cap and checked ok per amm 12-13-03301.",Yes,,,,,,,
168,"during climb out 3k ft. thrust reduced. strong yaw & noise from left engine. pulled thrust, indicators showed normal. after further interrogation eicas message is right engine surge built in test equipment. found the nr 2 engine several high pressure compressor blades damaged in stages 3, 4, 5, 6 that are out of limits iaw amm 72-00-00-206-038-r044. replaced the nr 2 engine iaw amm 71-00-02 nature of condition : partial rpm power loss, warning indication precautionary procedure : unsched landing part name : blades part condition : damaged",Yes,,,,,,,
169,"flight crew reports at 200 ' after takeoff #2 engine exhaust gas temperature red exceedance ( 931 deg center ) for 22 sec followed by "" right engine ovht "" caution followed by #2 engine fire warning. fire handle was pulled, fire warning light extinguished and overheat caution light out. bottle was not discharged. per engine excd status page - #2 engine was 932 * for 29 seconds per ual engineering cleaned, inspected, repaired and replaced al left required components on no.2 engine and pylon iaw ecra 5450-025 55 rev -, ecra 0551-01094 rev -, and ecra 7200-05234. this is transcribed information recorded on status aa paper nr 0057975",Yes,,,,,,,
170,"ship 3712 - inflight shutdown diversion - due to left engine oil filter impending bypass light in-flight deck during cruise. per qrh throttle s were retarded, message did not extinguish engine was shutdown. corrective action : found metal on accessory gear box transfer gear box magnetic chip detector, replaced left engine.",Yes,,,,,,,
171,"air turn back - open - emergency declared - pan declared - emergency equipment used, engine fire bottles & foam trucks - aircraft oos. engine 1 limits exceeded eicas, while running checklist received fire engine 1 eicas. engine was shutdown iaw checklist with fire ale right displayed remaining. engine 1 small fire on landing, arff extinguished engine fire with foam.",Yes,,,,,,,
172,#2 engine thrust reverser cascade vane departed aircraft on landing. aircraft was grounded.,Yes,,,,,,,
173,heavy dirty sock smell reported by flight attendants sitting at 2l door while on final approach. corrective action : open ed high pressure compressor 6th stage plug ap1 on both number 1 & 2 engine to ck for evidence of oil leak internal of engine. cw bsi of #1 engine and # 2 engine. found wetness on both engines ' 6th stg high pressure compressor blades per b757 fim 71-05. #1 & #2 engine removal required before further flight iaw b757 fim 71-05. reinstalled borescope plugs ap1 & gear pads cover per b757 amm 72-00-00. replaced number 1 & 2 engine per wrk cards. ( 5509788 ),Yes,,,,,,,
174,crew reported the right engine low oil pressure warning and engine right system fail alert message. removed and replaced the nr 2 engine iaw m143-717. ops and leak checked good. ok for service.,Yes,,,,,,,
175,"inflight shutdown air turn back declared emergency, at cruise 22k, the nr 1 engine overheat light illuminated. right & right engine auxiliary power unit fire overheat module per mm. nature of condition : false warning precautionary procedure : unsched landing, engine shutdown part name : module part condition : malfunctioned",Yes,,,,,,,
176,"ci-5224 tpe anc eng2 vibration during climb, ground check found 1 ea low pressure turbine 5 blade got a nick and metal chips at engine exhaust. further bsi found low pressure turbine 3 vane broken and several low pressure turbine 3 blade damaged over amm limit. engine need to be replaced. center i maintenance operational check further sent aog team and spare engine to anc for replacing engine, acms 1501 report review : fan low pressure turbine vibration 3.133.63 @ n1 100 % and fan low pressure turbine vibration 3.14.6 @ n1 104 %, esn 706607 basic data : installed on 20191127, last service : pr tslsv csl sv : 40082, low pressure turbine : module level insp, waiting for engine tear down to identify the root cause.",Yes,,,,,,,
177,"after landing got "" hydraulic 2 fail "" per crew debrief loss of fluid occured when reverser was deployed pressure remaind good until engine shutdown. block in hydraulic qty indicating. found hydraulic stow line at the hcu failed at the b-nut brazed fitting. replaced number 2 engine thrust reverser stow line mpn ajk7552-5658 iaw mm 20-10-01-2. performed leak ck while actuating thrust reverser and line instantly blow apart. the line at the hcu failed at the b-nut brazed fitting. this is the same thing that happened @ phx. complied with ea 1-7831-t0349005 rev no. a p2 no leaks noted.",Yes,,,,,,,
178,"while climbing after takeoff, status messages "" left engine oh lp 2 "" and "" left engine oh lp 2 "" displayed and eicas message "" left engine oh "" displayed. the crew shutdown the left engine and returned to the airport. the airplane was removed from service ( groun dead ended ) and the messages were cleared in accordance with 767 fim 31-41. maintenance personnel found the left engine high pressure pneumatic duct leaking at the duct to engine port flange. the cause of the leak was loose and missing fasteners. the fasteners were installed and tightened.",Yes,,,,,,,
179,damage bracket no.4 engine right thrust reverser inner face upper bifurcation forward side.,Yes,,,,,,,
180,"on arrival, ramp reported seeing flames and smoke from the left engine on shutdown. the engine fuel valve lt status message, fim procedure carried out iaw 73-22-00-810-801-n00, the left engine wiring checked iaw wdm 76-21-71, checked normal. relay k76104, replaced as precaution. fuel cutoff switch cycled to unlatch fault and message erased. engine ground idle runs carried out and engine shutdown normally with correct indications.",Yes,,,,,,,
181,"#2 engine flamed out. tower and other aircraft reported smoke from right engine. no fire warning. replaced #2 engine on lp0334128 nature of condition : warning indication, engine flame out precautionary procedure : unsched landing part name : engine part condition : flamed out",Yes,,,,,,,
182,"nr 1 engine indicated apparent loss of oil pressure after takeoff, at 2500 ft. aircraft returned to field after inflight shutdown. replaced the nr 1 engine iaw amm 71-00-02-401. nature of condition : warning indication precautionary procedure : unsched landing, engine shutdown part name : oil system part condition : low pressure",Yes,,,,,,,
183,"after start, engine left compressor stall illuminated. inspected left engine exhaust for metal. none found. inspected and turned fan, nothing binding and found no metal shards on inlet side of left engine. performed fim task 72-00 task 803. no fault s noted. removed and replaced n2 speed probe. leak checked good. performed left engine high power run, no abnormal indicator ations. okay for service.",Yes,,,,,,,
184,"left engine unable to control n1 with autothrottle off. above idle all engine indications increased with n1 increase from and exhaust gas temperature. the flight declared an emergency and returned to departure without further incident. the aircraft was grounded. after test flight and functional checks, the engine failed again. maintenance removed and replaced the lt engine mec assembly iaw 73-94-02, and engine run up after mec change 71-95-20. system checked ok.",Yes,,,,,,,
185,"during a nr 2 engine change, found a crack in the forward pylon casting. the link goes to the right thrust reverser cowl. visually inspected the right engine pylon while the thrust reverser halfs installed. no further damage found with visual inspection. removed and replaced the nr 2 outboard thrust reverser forward hinge fitting iaw dwg 311u2510, sh 2, rev d. nature of condition : other precautionary procedure : none part name : hinge fitting part condition : cracked",Yes,,,,,,,
186,"the aircraft was grounded. during cruise at fl360 right engine exhaust gas temperature exceeded light. accomplished engine limit right check list iaw qrh and operated engine at idle. accomplished wiring visual inspection from electronic engine controllers to thermocouples. no damage found. removed and replaced the right engine electronic engine controllers iaw amm 73-21-11. check ok. all engines indications normal iaw amm 71-00-00. ok for service nature of condition : over temperature precautionary procedure : unsched landing, emer. descent part name : electronic engine controllers part condition : faulty",Yes,,,,,,,
187,"on climbout out of lax passing about 10,000 oil qty in #2 engine dropped to 5. then steadily dropped until reached 0. approximately 15 minutes later oil pressure decreased. when oil pressure reached 28 pounds per square inch and after talking to mocc, shutdown #2 engine. removed and replaced #2 engine starter per mm 80 - 12-01-4-1. preformed engine post - windmilling inspection per mm 72-00-05-6-1.ran engine per jhr 05-17 and 83 % power assurance per jrh 4-9. all op ' s ck ' d good and lk ' d ck ' d good.",Yes,,,,,,,
188,"right engine flamed out on arrival at 15000 ft. at block in, the right engine lp pump status message indicated. removed and replaced the high pressure fuel pump, engine transient pressure unit, and low pressure fuel pump iaw amm 73-11-03-4-4, 73-11-01-4, and 75-32-15-4. systems op checked normal iaw amm 75-32-15-5 and tests 1 and 2 iaw jrh ref 7-5. aircraft ok to continue. nature of condition : warning indication, engine flame out precautionary procedure : engine shutdown part name : engine part condition : flamed out",Yes,,,,,,,
189,"discrepancy : #2 engine high pressure shut off valve eicas message on landing, thrust reverser did not deploy. corrective action : troubleshot and found lo ose pressure line, secured line per amm 36-11-07. ops & leak check good.",Yes,,,,,,,
190,"engine oil filter right status message during descent. flight crew followed checklist and shutdown the engine. inspected of debris monitoring system sensor and replaced the right engine oil filter, no debris found and leak checked ok. accomplished an in-flight windmilling inspection.",Yes,,,,,,,
191,"left engine oil quantity loss inflight. followed qrh procedures. shut engine down when oil pressure light came on. emergency declared, and landed without incident. the aircraft was grounded. noted left engine oil differential pressure switch tube assembly leaking. replaced the line iaw amm 79-36-01. leak checked good.",Yes,,,,,,,
192,"inspection type : na air turn back emergency declared, no equipment used. aircraft was taken out of service. on departure at 1500 ' above ground level after selecting vertical navigation right engine n1 rolled back to 27 % loud s rumble in aircraft wpower loss in right engine. engine ran at idle left until clear at runway on approach. right engine boroscoped out of limits damage found in high pressure compressor and hpt, iaw amm 72-00-00-206-146-h00. right & right engine, iaw tc 6001 & tc6002. cw eo b767-2610-7409-b & e-7900-62890-n appendix b. operations check engine tc 2001 rev 111419. engine operations normal. not leaks found.",Yes,,,,,,,
193,"captain reported that during cruise, a left engine mechanical message with oil indication of 1 quart and temperature and pressure normal. maintenance performed an inspection in the left engine iaw amm 71-00-00. found oil leaking in the left engine starter and oil quantity indication of zero. the left engine starter was replaced iaw amm 80-11-01 and ops tested and oil leakage test iaw amm 71-00-00, all tested correct. nature of condition : warning indication, fluid loss precautionary procedure : other part name : starter part condition : leaking",Yes,,,,,,,
194,"on the fire panel handle, four sw lights : left engine ovht, engine btl 1 disch, engine bottle b disch, and right engine ovht assembly are not working properly, stuck and sticking. removed and replaced fire overheat test panel iaw amm 26-11-01, operation check normal.",Yes,,,,,,,
195,after start of right engine. the right engine failed ( slowly rolled back ) the eicas message right engine fuel valve was observed and the engine valve light flickered & nbsp ; ( < p > removed and replaced right fuel cutoff solenoid valve iaw amm ref 73-21-20. no help. see log page 1024117 item m4 pn off 2718799 sn off 78081-3751. removed and replaced hydro mechanical unit #2 engine iaw amm 73-21-01. no help ( note pending leak check ). performed leak check of hydro mechanical unit as per 73-21-01. check ok. pn off 44 2634 sn off back3047. lp 1024118 : removed and replaced right fuel spar shut-off valve as per amm 28-22-11. operation check good per same. lp 1024120 : removed and replaced right engine fuel shut-off v,Yes,,,,,,,
196,"during takeoff roll, eicas alert, nr 2 engine thrust reverser message. aborted takeoff, approximately 70 knots indicated. cmc shows engine 2 reverser pressure sw fail, message no. 78353. applied mel 78-31-01a, cat ' center ', accomplished high energy stop in spection, no damage found iaw amm 05-51-10-202-001.",Yes,,,,,,,
197,"nr 2 engine valve closed indicator illuminated on pre-flight. aircraft grounded. engine did not shut-off with fire handle per maintenance procedures. unable to verify discrepancy. accomplished maintenance procedure associated with mel 73-10 four times. no defects noted. engine nr 2 decelerates immediately upon fire handle being pulled. verified nr 2 engine high pressure shut off valve indicator & n right 2 spar valve, engine circuit circuit-breaker are closed. engine shut-off with start lever. repair confirmation iaw fim 73-06 task 804, checked normal. nr 2 engine valve closed light dimmed, illuminated & extinguished normally during several engine sta rts & shutdowns. powerplant tests 12 & 13 checked normal iaw mm 71-00-00. etops ground verification successful.",Yes,,,,,,,
198,"on takeoff, nr 3 engine experienced compressor stall. dumped fuel and performed an air turn back. troubleshot system, borescoped engine with no discrepancies noted. found high stage bleed valve stuck in the open position.",Yes,,,,,,,
199,"aircraft not grounded : dead heading pilot in 3f stated he observed sparks in right engine intake fan during reverse on left anding. maintenance performed engine general visual inspection of inlet, exhaust, thrust reversers iaw amm 72-00-00. no visual damage noted.",Yes,,,,,,,
200,"aircraft was grounded. returned phl account left engine oil pressure indication. no emergency declared, landed without incident. at fl 350, left engine oil pressure dropped to 29 pounds per square inch and turned yellow. continued to drop over next 40 minutes to 25 pounds per square inch. returned to phl at lower altitudes, pressure slowly rose to 30. right engine oil pressure was 56 pounds per square inch. found left engine oil cap seal worn and split. replaced engine oil cap packing per amm 79-11-03-424-006-h00. performed operational test, oil pressure indicating system per amm 79-32-00-715-001-h00. performed idle ground test on left and right engine ines per amm 71-00-00-735-034-hoo. all indications and left engine oil cap leak checks satisfactory at this time.",Yes,,,,,,,
201,"aircraft was grounded : on takeoff roll, just achieving takeoff thrust, at about 30 knots, eicas messages "" engine fail right "" and "" engine control right "" displayed, and there was a loud bang, indicating a possible compressor stall. flight att endants also reported fire ball out the right engine, no fire warnings or indications present. maximum exhaust gas temperature noted was 700 * supplemental report : engine shop reported the suspected root cause of the damage was the material released from the ipc stage 2 vsv inner shroud. the material release from the ipc is not a previously known failure. the investigation results have been reported to rolls royce for further investigation.",Yes,,,,,,,
202,"engine 2 ovht light fire warn bells and light on no 2 engine on climb out of200ft captain stated after takeoff, surge of hot air through ac ducts, accompanied by burning smell, unknown origin. engine #2 fire handle not pulled. engine fire loop resistance check, good, ref. b777 amm 26-11-00. performed high power engine run per fim 26-10-00-810-811 ran #2 engine above 70 % could not duplicate completed fim tsk 26-10 - 00-810-811 steps 1 - 4 no help req further ts at this time removed and replaced #2 engine pressure shutoff valve due to excessive leak around open close shaft per amm 36-11-04-400 operation check leak check good at th is time rotable parts change was indicated - tt # 1162663 sn off 3606 valve, pressure off 29-3612-9-0004 3606 on 29-36",Yes,,,,,,,
203,"19.07.2021 17 : 46 crew reported via arinc communications and reporting system left engine hydraulic low pressure. captain reported that during cruise, the eicas message left engine hydraulic low pressure light turned on. maintenance personnel performed revision at left engine, detecting hydraulic leak at left engine driven pump ; the left engine driven pump pump was replaced iaw amm task 29-11-11-000-400801 - 001, tested correct",Yes,,,,,,,
204,starting left ( 1 ) engine push crew observed sparks aborted engine start tower observed smoke engine started normal until get stag nated then tug crew reported observations. dry run engine found left starter faulty and replaced.,Yes,,,,,,,
205,"ship 7003 - inflight shutdown - passing 10k feet on climb out, left engine overheat eicas message appeared. the flight crew followed qrh procedure and shut the left engine down. the flight continued to atl. corrective action : found broken connector end on #1 engine right core overheat fire loop. replaced left engine fire detector loop and harness and module. verified message while wiggling connector of second detector loop. lp 9465837, 9465842",Yes,,,,,,,
206,"ship 3603 - aborted takeoff - during takeoff roll the right engine stalled and flames were reported from tailpipe. crew aborted takeoff and shutdown the right engine. corrective action : borescope inspection revealed high pressure compressor damage. maintenance replaced the right engine, aircraft returned to service.",Yes,,,,,,,
207,"the nr 1 engine was shutdown in-flight due to be coming unresponsive to the crew. the qrh was complied with. the engine went to idle and would not respond thereafter. maintenance accomplished a windmill inspection, per b757 amm 72-00. al left chip detectors were clear. no external oil leaks. no visible damage to engine inlet or exhaust. no visible damage to the electronic engine controllers fcu wiring. the leftt electronic engine controllers was replaced, per b757 amm 73-21. the left engine fuel control was replaced, per b 757 amm 73-21. operational check was good. no issues noted.",Yes,,,,,,,
208,"left engine fire after takeoff, returned to departure. replaced the left engine iaw amds 7100-9902e. nature of condition : flame fire precautionary procedure : unsched landing part name : engine part condition : fire",Yes,,,,,,,
209,"ship 651 - air turn back inflight shutdown - on takeoff, multiple bird strikes resulting in immediate loss of left engine and large vibrations, w ent through severe damage checklist and shutdown the left engine. corrective action : performed bird strike insp per b75 7 amm 05-51. work accomplished per nr cards ref era 590921-14 rev originator. left engine removed and replaced ( ref log 17693 34 ).",Yes,,,,,,,
210,"during overnight check, it was detected a leakage in hydraulic lower actuator at engine 1, therefore maintenance personnel replaced left engine thrust reverser inboard lower actuator iaw amm 78-31-03, tested correct. nature of condition : fluid loss precautionary procedure : none part name : actuator part condition : leaking",Yes,,,,,,,
211,"aircraft was grounded : pilot reports while throttle both closed, during decent left engine did not go to idle like right engine ( which was normal ) power was confirmed as high. cycled engine anti ice seemed to clear the issue. maintenance removed and replaced left engine tai td control relay iaw fim 30-21-00-815-806. accomplished flight ground idle solenoid test iaw amm 73-21-04-725-004 and approach idle check iaw amm 71-00-00 test #3 ok for service.",Yes,,,,,,,
212,"air turn back, on takeoff right engine did not achieve to thrust. reduced thrust was 103.5. right engine only achieve 101.1 ( right throttle full forward at ). performed fim 73-21 tree 811 takeoff climb n1 limited by electronic engine controllers. no fault present on electronic engine controllers monitor unit. inspected cdp tubes and mec cdp parts for leaks, no defect noted removed fuel filter, no evidence of debris. replaced fuel filter. visual inspection of vsv cable rigging checks ok per amm 75-34-03. minimum approach & idle n2 check good per amm 71-00-00601. removed and replaced t2 sensor per amm 73-21-05401. ops & leak check pending. accomplished amm 73-21-07 ground idle, amm 71-00-00 test 12 & test 4. operation check normal. ok for service. removed cit sensor per amm 73-21 nature of condition : partial rpm power loss precautionary procedure : aborted takeoff part name : sensor part condition : faulty",Yes,,,,,,,
213,"aircraft was grounded : pilot reports from shortly after takeoff until 18,000 left engine commanded thrust was 2-3 % below n1 commanded thrust sector. gap slowly decreased until all normal at 18,000 ft. maintenance performed engine acceleration center heck iaw amm 71-00-00. both engines spooled up quickly and throttles aligned. no faults noted at this time.",Yes,,,,,,,
214,"upon starting right engine, engine appeared to start normally but fuel flow stayed at zero. removed and replaced the right engine dual shut-off valve actuator iaw amm 28-22-11, operation check good.",Yes,,,,,,,
215,"crew reports engine #2 esn 802765, oil quantity indication 0, oil pressure 19-24. crew shutdown engine. upon insp of #2 engine found oil tank almost empty. metal fragments from starter found in fan cowl. removed starter found frozen. no debris found on mag chip detectors when pulled. replaced starter per amm 80-11-01-400-801-foo leak checked and audio control panel power run, leak checks good and all engine indication normal. accomplished idt inspection of #2 mcd 3ea, o rings and final installation checks good.",Yes,,,,,,,
216,climbing thru fl230 a loud bang occured and a drop in power on the left engine was observed. ran qrh 7.6 contacted occ and mcc. ran qrh 7.45 and elected to leave engine running at idle due to normal oil pressure and lack of vibration or further abnormal indications. landed in atl with left engine at idle power. removed and replaced the nr 1 engine.,Yes,,,,,,,
217,engine 2 overheat light is on light came on during climbout. light went out and stayed out at reduced power. performed engine auxiliary power unit fire detection control modify built in test equipment procedure found broken wire on upper engine #2 updated with parts info. core fire detection harness and found fault for engine 2 loop a detector fault removed and replaced eng2 fire loop a harness pn m w0326. ref amm 26-11-02. operation check good.,Yes,,,,,,,
218,inflight shutdown emergency declared aircraft landed without incident aircraft oos * at 8000 ft left engine failed wno n3 - shutdown left engine ine per qrh. remove and replace ' d left engine per tc5001rr & tc5 002rr.,Yes,,,,,,,
219,evidence of bird ingestion on engine #1 inlet cowl at 1230 position ( facing engine ) and outlet guide vane at 1130 position ( < p > completed gvi #1 engine nose cowl and engine intake and found evidence of bird strike at 1230 position on inlet cowl iaw b767 amm 05-51-18. completed visual condition inspection and completed visual inspection engine intake and exhaust area s found no defects iaw b767 amm 72-00-00-206. no evidence of ingestion to the core of the engine noted.,Yes,,,,,,,
220,"while doing delayed engine start on engine 2 ( 2 start all normal ) noticed engine 3 idling higher than engine 1. all other indications on engine 3 normal ( exhaust gas temperature, ff, etc. decided to shut nr 3 down and restart shutdown nr 3, waited until all indications were zero + 30 seconds. attempted restart on nr 3. all indications normal on initial start shortly after first officer raised the fuel lever at 20 % n2, an aircraft over ground control reported smoke flames coming out of nr 3 engine. complied with tailpipe fire procedures, shut-off fuel lever, motored engine. aircraft behind unsatisfactory still reporting smoke, fired both fire bottles. replaced nr 3 engine.",Yes,,,,,,,
221,"aircraft not grounded : flight diverted to atl on account of right engine fuel leak. ramp reports fuel dripping from #2 engine drain shroud. emergency was declared. maintenance performed #2 engine actuators test iaw amm 71-71-00, all test passed, no leaks noted.",Yes,,,,,,,
222,loud thump and heavy vibration in cruise just at time of day. plz have tech meet unsatisfactory at gate. tomc added additional info from flight crew. after initial report any power setting above 60 % n1 on nr 1 engine produced heavy vibration. engine was kept below that setting and on approach at fl012 the low oil pressure light illuminated and engine shut itself down. due to passenger report of fire both engine auxiliary power unit bottles were discharged. updated sdr selection. see elb low pressure 9130835 for corrective action.,Yes,,,,,,,
223,"during takeoff, flames were reported out the tail of the left engine. crew aborted takeoff, no fire bottles discharged. borescoped engine no damage found. removed and replaced number one engine hydro mechanical unit iaw amm 73-21. leak and operation check ok, aircraft returned to service. nature of condition : flame fire precautionary procedure : aborted takeoff part name : engine part condition : fire",Yes,,,,,,,
224,approximentely 30 minutes in to flight ( fl350 ) crew heard a very loud bang with significant aircraft yaw. observed engine ine no 1 n1 roll back with confirm engine out on fms. determined n1 on engine 1 had seized and exec uded phase 1. complied and completed enging 1 fire or severe damage check list. recovered at kden runway 35l. replaced left engine.,Yes,,,,,,,
225,"nr 1 engine failed at 3500 ft message on approach in rain with nacelle anti ice on engine restarted automatically. followed fim 71-0 0 figure 114 for auto shutdown event. also followed powerplant engineering guidance to accomplish borescope inspection for internal damage. checked nr 1 engines turbine exhaust and inlet area, no trouble found per fim 71-00 fig 114. accomplished inspections of chip detectors, supply and scavenge filters. no defects noted. performed nr 1 engine high pressure compressor 1st-6th b si inpection and chked ok by stk per amm 72-00-00. performed engine idle run and part power run successfully. aircraft returned to service.",Yes,,,,,,,
226,"left engine quanity in cruise showed 0 percent with oil pres fluctuati ons from low 20s to 40s found #1 engine oil level at 88 % on flight deck indication and amm 12-13-11. verified oil was within sight glass on tank, serviced to full iaw entering turbulence and returned to normal on approach after flaps set to 15. crew reported on debrief, indication issues started after ref lp 4510990 and 4513248 for corrective action replaced #1 engine lube pump and accomplished oil system flush",Yes,,,,,,,
227,"smell of engine oil during engine start taxi, climb, and descent. conducted inspection of oil leaks on all 4 engines. ran all 4 engines individually with all 3 packs on, no odors observed in flight deck, crew rest, galley or main deck noted during engine run, iaw amm 71-10-00.",Yes,,,,,,,
228,"left engine would not shutdown when fuel cutoff moved to cutoff. it ran for approximately 25 seconds before shutting down. removed left engine fuel flow governor as per amm 73-21-01-4-4. installed left engine ffg iaw amm 73-21-01-4-4. per formed engine leak check test 1 and idle check. leak checked ok. all parameters witihin the limit. remain high power test 9, 10 and 11. ran engine nr 1 and 2 iaw jrh, and performed tests 9, 10, and 11 iaw mm 71-00-00-5-3-r, all parameters normal, aircraft ok for service.",Yes,,,,,,,
229,"after engine start, the left duct pressure indicates 7 pounds per square inch with engine power at idle, aircraft packs in auto and engine anti ice off. grounded - yes. found muscle air line to nr 1 engine high stage valve broken. replaced line and leak check ok. nature of condition : other precautionary procedure : none part name : tube part condition : broken",Yes,,,,,,,
230,discrepancy : captain informed small qty of oil beneath intergrated drive generator at right engine thrust reverser. corrective action : ran right engine at idle for leak check iaw b767 amm 71-00-00 no leaks noted operation check good.,Yes,,,,,,,
231,"surge or stall of engine during forward thrust, left engine accomplished iaw fim 71-05-00-810-819-n00, right & right the left pressure shutoff valve iaw amm 36-11-09-400-801-001, and 36-10-00-700-804. all functional checked normal. accomplished a lt engine actuator test. functional checked ok with high power engine run. nature of condition : warning indication precautionary procedure : unsched landing part name : shut-off valve part condition : faulty",Yes,,,,,,,
232,"ship 6823 - the flight crew performed an air turn back after a suspected engine compressor stall during takeoff. all par ammeter returned to normal, but the qrh required a turn back due to over water operation. corrective action : maintenance inspected both engines per the fim and no discrepancies were identified by the borescope of the left and right engines. the fuel control unit and fuel pump were replaced on the #2 engine. the aircraft has returned to service. ( lp #7390676 )",Yes,,,,,,,
233,"reaching fl390, after level off, left engine experienced two separate thrust reductions with accompanying aircraft vibrations. after each separate reduction & vibration, the engine recovered normal ops. no limit exceeded and mc notified. removed and replaced the fuel control and performed engine run, no leaks and operation check normal iaw amm 73-21. replaced electronic engine controllers pt2tt2 probe iaw amm 73-21. and performed high power run, operation check normal. nature of condition : vibration buffet, warning indication, partial rpm power loss precautionary procedure : other part name : fuel control part condition : malfunctioned",Yes,,,,,,,
234,"open u during climb dept kord approximately 5000 loud banging noise followed by yaw, autopilot engaged, leading edge n1 30 %, fuel flow approximately. 4000pph, right engine normal, lt engine back to normal. second occurrence banging low n1 & ff on lt engine eicas "" left engine high pressure shut off valve "" ( so unded like compressor stall ) tat 14 deg. ran qrh, engine high pressure shut off valve checklist, no other occurrence. returned to ord. performed borescope insp per 767 mm 72-00-00-6 for stall, no defects noted. hydro mechanical unit req right & right per tsi wri 72-002710. removed hydro mechanical unit iaw mm 73-21-14-4, circuit-breaker d25 on p11 and e1 on p6, pulled and collared. removal completed plates for hard lines must be removed from new other fasteners and hardware if req. cont right & i per amm 73-21-14-4 thru installation step 3, e, ( 8 ). du",Yes,,,,,,,
235,"nr 1 engine stayed in reverse after landing, tried cycling, no help, associated idle disagree eicas message. replaced the brake lock, nr 1 engine inbound thrust reverser. found right middle flexible shaft upper end, twisted off and replaced.",Yes,,,,,,,
236,in-flight shutdown and an air turn back with a left engine oil issue. crew reported left oil temperature climbed to 180 degrees and iaw qrh shutdown the engine. maintenance found the left engine oil temperature bulb connector loose. the oil temperature rise was able to be duplicated by shaking the connector wires. the connector was replaced and pins replaced. an engine run was performed and the aircraft was returned to service.,Yes,,,,,,,
237,"enroute from kafw to kjfk left engine shutdown and left engine fuel valve eicas message displayed. at fl210 ( climbout ) exhaust gas temperature exceeded at 831, left thrust reverser was reduced with left engine fuel valve light on. crew complied with qrh procedures. air turn back to destination station kafw with emergency declaration. landing uneventful with no additional precautionary actions. aircraft grounded for unscheduled maintenance. work in progress.",Yes,,,,,,,
238,"nr 1 engine surged. flight attendants and passengers report flames coming out of the exhaust. aircraft shook several times. engine lost power. flight crew set engine to idle and surge stopped, landed with one engine. the aircraft was gro unded.",Yes,,,,,,,
